"","age","job","marital","education","contact","days_since._signed_in","Time.spend.on.website","Number_of_campaigns","previous_purchases","Purchase_Made"
"442",62,"retired","married","secondary","cellular",1,28,2,0,"no"
"443",24,"blue-collar","married","secondary","cellular",20,369,1,0,"no"
"444",31,"technician","married","secondary","unknown",13,247,1,0,"no"
"445",66,"retired","married","tertiary","cellular",22,155,1,0,"no"
"446",47,"admin.","married","secondary","cellular",10,89,1,0,"no"
"447",39,"entrepreneur","married","tertiary","cellular",17,180,1,0,"no"
"448",35,"technician","married","secondary","cellular",18,854,1,0,"yes"
"449",35,"admin.","divorced","secondary","cellular",17,46,1,0,"no"
"450",27,"technician","married","secondary","unknown",28,266,2,0,"no"
"451",32,"blue-collar","married","secondary","cellular",5,321,2,0,"no"
"452",44,"management","married","tertiary","cellular",28,99,24,0,"no"
"453",42,"blue-collar","married","secondary","unknown",9,147,1,0,"no"
"454",34,"self-employed","single","tertiary","cellular",30,430,1,0,"yes"
"455",25,"services","single","secondary","cellular",7,264,1,0,"no"
"456",40,"technician","single","secondary","cellular",16,156,6,0,"no"
"457",43,"management","divorced","tertiary","cellular",26,118,1,2,"no"
"458",55,"unemployed","married","tertiary","unknown",6,343,3,0,"no"
"459",50,"blue-collar","married","secondary","cellular",7,226,3,0,"no"
"460",45,"management","divorced","tertiary","unknown",1,5,1,0,"no"
"461",35,"blue-collar","divorced","secondary","cellular",20,138,1,0,"no"
"462",32,"blue-collar","married","secondary","cellular",10,185,1,5,"yes"
"463",59,"housemaid","married","secondary","telephone",3,722,1,4,"no"
"464",34,"self-employed","married","secondary","unknown",21,748,1,0,"no"
"465",39,"management","married","tertiary","unknown",26,142,1,0,"no"
"466",40,"management","single","secondary","cellular",17,523,3,0,"no"
"467",36,"blue-collar","single","primary","unknown",20,8,10,0,"no"
"468",40,"management","married","tertiary","cellular",17,153,1,0,"no"
"469",55,"self-employed","married","secondary","unknown",20,210,2,0,"no"
"470",38,"entrepreneur","married","secondary","cellular",10,121,1,0,"no"
"471",61,"admin.","married","secondary","cellular",12,212,1,0,"yes"
"472",41,"management","married","tertiary","unknown",21,253,3,0,"no"
"473",57,"blue-collar","married","primary","unknown",13,139,4,0,"no"
"474",48,"blue-collar","married","secondary","unknown",9,71,1,0,"no"
"475",77,"retired","married","tertiary","telephone",4,421,1,2,"yes"
"476",35,"services","married","secondary","unknown",28,199,1,0,"no"
"477",54,"blue-collar","married","secondary","unknown",14,108,1,0,"no"
"478",37,"management","single","unknown","unknown",20,247,2,0,"no"
"479",56,"management","single","secondary","telephone",9,236,4,0,"no"
"480",40,"technician","married","secondary","cellular",4,97,4,5,"no"
"481",40,"management","married","tertiary","cellular",14,109,8,0,"no"
"482",54,"management","married","tertiary","cellular",2,112,2,0,"no"
"483",55,"housemaid","married","primary","unknown",19,15,10,0,"no"
"484",55,"services","divorced","secondary","cellular",22,502,3,0,"no"
"485",52,"blue-collar","married","primary","unknown",16,30,3,0,"no"
"486",55,"blue-collar","single","primary","unknown",2,193,2,0,"no"
"487",33,"management","married","tertiary","cellular",13,347,2,0,"no"
"488",52,"blue-collar","married","unknown","unknown",15,468,2,0,"no"
"489",33,"services","divorced","secondary","unknown",27,148,1,0,"no"
"490",53,"admin.","married","secondary","telephone",16,295,1,2,"yes"
"492",44,"technician","single","secondary","cellular",12,1735,4,0,"yes"
"493",48,"management","divorced","tertiary","unknown",6,339,1,0,"no"
"494",50,"housemaid","married","secondary","cellular",13,172,1,1,"no"
"495",34,"technician","single","secondary","cellular",19,117,2,0,"no"
"496",38,"technician","single","secondary","unknown",20,587,2,0,"no"
"497",42,"management","single","tertiary","cellular",19,501,2,0,"no"
"498",32,"management","single","tertiary","cellular",14,203,5,1,"no"
"499",58,"admin.","married","secondary","telephone",25,282,9,0,"no"
"500",31,"management","married","tertiary","cellular",28,110,5,0,"no"
"501",19,"student","single","primary","cellular",10,104,2,0,"yes"
"502",41,"management","married","tertiary","cellular",15,231,1,0,"no"
"503",31,"unemployed","married","secondary","unknown",20,378,3,0,"no"
"504",52,"self-employed","single","primary","cellular",15,193,6,0,"no"
"505",42,"self-employed","divorced","tertiary","unknown",24,110,5,0,"no"
"506",41,"blue-collar","single","secondary","cellular",12,92,1,0,"no"
"507",30,"blue-collar","single","secondary","cellular",23,1407,1,0,"yes"
"508",38,"blue-collar","married","secondary","cellular",6,168,1,2,"no"
"509",32,"management","married","tertiary","cellular",17,738,3,0,"no"
"510",52,"technician","married","secondary","cellular",18,220,1,5,"yes"
"511",48,"management","divorced","tertiary","unknown",27,89,2,0,"no"
"512",36,"management","married","tertiary","cellular",31,30,29,0,"no"
"513",45,"unemployed","divorced","primary","cellular",20,103,1,4,"no"
"514",34,"technician","married","tertiary","unknown",2,70,1,0,"no"
"515",36,"blue-collar","married","primary","cellular",20,904,2,0,"yes"
"516",34,"management","married","tertiary","cellular",14,159,1,2,"no"
"517",61,"retired","married","secondary","cellular",11,336,1,2,"no"
"518",54,"services","married","secondary","unknown",19,220,1,0,"no"
"519",50,"entrepreneur","married","secondary","telephone",17,238,1,0,"no"
"520",43,"admin.","divorced","secondary","cellular",21,585,4,4,"no"
"521",47,"blue-collar","married","primary","cellular",8,293,3,0,"no"
"522",45,"services","married","secondary","unknown",28,68,1,0,"no"
"523",57,"retired","married","primary","unknown",17,97,1,0,"no"
"524",27,"admin.","married","secondary","unknown",9,1713,1,0,"no"
"525",49,"unemployed","divorced","secondary","cellular",9,218,3,0,"no"
"526",43,"services","married","primary","cellular",14,109,1,2,"no"
"527",40,"management","married","tertiary","telephone",21,661,1,0,"no"
"528",32,"services","single","secondary","cellular",6,145,1,0,"no"
"529",58,"management","married","primary","telephone",18,54,4,0,"no"
"530",34,"admin.","single","secondary","cellular",20,111,1,0,"no"
"531",46,"technician","divorced","secondary","unknown",14,566,2,0,"no"
"532",29,"blue-collar","married","secondary","cellular",3,136,1,0,"no"
"533",52,"blue-collar","married","primary","cellular",4,273,1,0,"no"
"534",45,"management","married","tertiary","cellular",30,160,1,0,"no"
"535",26,"management","single","secondary","cellular",28,76,4,0,"no"
"536",40,"technician","married","tertiary","cellular",19,44,1,0,"no"
"537",41,"admin.","married","secondary","unknown",27,239,1,0,"no"
"538",47,"admin.","single","secondary","cellular",12,250,2,4,"yes"
"539",27,"technician","single","unknown","cellular",15,792,4,0,"no"
"540",27,"services","married","secondary","cellular",23,198,13,0,"no"
"541",48,"blue-collar","married","secondary","unknown",6,73,1,0,"no"
"542",49,"admin.","married","secondary","cellular",20,157,3,0,"no"
"543",35,"blue-collar","married","primary","cellular",24,90,6,0,"no"
"544",47,"self-employed","married","secondary","cellular",5,236,2,0,"no"
"545",54,"management","married","tertiary","cellular",16,118,5,0,"no"
"546",39,"management","single","tertiary","telephone",18,40,1,0,"no"
"548",54,"blue-collar","married","primary","unknown",19,200,2,0,"no"
"549",34,"technician","married","secondary","cellular",20,187,3,3,"no"
"550",63,"retired","married","secondary","cellular",11,113,1,1,"no"
"551",42,"self-employed","married","tertiary","unknown",16,192,32,0,"no"
"552",43,"technician","single","secondary","unknown",29,92,1,0,"no"
"553",37,"admin.","married","secondary","cellular",8,682,2,7,"no"
"554",55,"blue-collar","married","primary","cellular",25,139,9,0,"no"
"555",43,"management","single","tertiary","cellular",6,501,2,0,"yes"
"556",41,"blue-collar","married","secondary","cellular",24,651,1,0,"yes"
"557",47,"technician","divorced","secondary","cellular",18,405,13,0,"no"
"558",34,"technician","married","secondary","unknown",23,350,1,0,"no"
"559",28,"student","single","secondary","cellular",8,125,2,0,"no"
"560",36,"services","married","secondary","cellular",13,36,2,0,"no"
"561",50,"technician","married","secondary","cellular",21,35,1,1,"no"
"562",35,"blue-collar","married","secondary","unknown",8,389,2,0,"no"
"563",40,"technician","married","secondary","cellular",29,194,1,1,"no"
"564",26,"self-employed","single","tertiary","cellular",29,168,3,0,"no"
"565",36,"management","divorced","tertiary","unknown",4,347,3,0,"no"
"566",59,"unemployed","married","primary","cellular",30,3025,2,0,"no"
"567",28,"student","single","secondary","cellular",16,83,13,0,"no"
"568",46,"entrepreneur","married","unknown","unknown",9,332,2,0,"no"
"569",50,"self-employed","married","secondary","cellular",14,219,10,0,"no"
"570",53,"management","married","tertiary","cellular",16,427,1,1,"no"
"571",81,"retired","married","secondary","cellular",19,65,5,0,"no"
"572",35,"services","divorced","secondary","cellular",5,192,2,0,"no"
"573",58,"retired","married","unknown","cellular",5,155,1,0,"no"
"574",44,"services","married","secondary","cellular",11,161,1,0,"no"
"575",38,"management","married","tertiary","cellular",21,533,1,0,"no"
"576",49,"blue-collar","married","secondary","cellular",4,19,3,2,"no"
"577",33,"technician","single","tertiary","cellular",5,193,1,8,"no"
"578",29,"management","married","tertiary","cellular",28,819,3,0,"no"
"579",28,"technician","single","secondary","cellular",30,278,1,0,"yes"
"580",31,"admin.","married","secondary","telephone",4,211,3,0,"no"
"581",33,"management","single","tertiary","cellular",29,617,2,0,"no"
"582",52,"technician","married","secondary","cellular",23,61,2,0,"no"
"583",43,"management","divorced","tertiary","cellular",25,197,6,0,"no"
"584",32,"self-employed","single","secondary","cellular",18,34,7,0,"no"
"585",36,"self-employed","married","tertiary","cellular",18,95,4,0,"no"
"586",41,"blue-collar","married","secondary","unknown",3,147,2,0,"no"
"587",43,"blue-collar","married","secondary","cellular",4,668,2,0,"no"
"588",45,"self-employed","married","tertiary","unknown",5,87,2,0,"no"
"589",39,"technician","married","secondary","cellular",21,405,1,0,"no"
"590",41,"services","married","secondary","unknown",13,83,7,0,"no"
"591",31,"technician","married","secondary","cellular",22,115,1,0,"no"
"592",37,"unemployed","single","tertiary","cellular",10,108,1,0,"no"
"593",28,"entrepreneur","married","unknown","cellular",29,113,1,0,"no"
"594",47,"housemaid","married","primary","cellular",7,58,2,0,"no"
"595",37,"housemaid","married","primary","cellular",8,148,4,0,"no"
"596",60,"retired","divorced","unknown","cellular",29,188,1,2,"no"
"597",43,"technician","divorced","secondary","telephone",28,75,3,0,"no"
"598",58,"retired","divorced","tertiary","cellular",8,523,3,0,"no"
"599",52,"entrepreneur","married","tertiary","telephone",18,103,1,0,"no"
"600",50,"blue-collar","married","primary","cellular",17,146,2,4,"no"
"601",32,"services","single","secondary","cellular",2,356,1,0,"yes"
"602",42,"blue-collar","married","primary","cellular",17,71,1,0,"no"
"603",31,"admin.","married","secondary","cellular",8,189,2,0,"no"
"604",28,"blue-collar","married","secondary","unknown",28,251,1,0,"no"
"605",36,"technician","divorced","tertiary","cellular",23,127,8,0,"no"
"606",51,"unemployed","single","tertiary","telephone",4,197,1,0,"no"
"607",46,"technician","married","tertiary","cellular",5,84,1,0,"no"
"608",50,"services","single","secondary","unknown",8,141,2,0,"no"
"609",32,"blue-collar","married","secondary","unknown",2,171,1,0,"no"
"610",26,"entrepreneur","single","tertiary","cellular",21,262,3,0,"no"
"611",41,"self-employed","married","tertiary","cellular",7,352,2,0,"yes"
"612",39,"technician","married","tertiary","cellular",9,236,1,1,"no"
"613",31,"blue-collar","married","secondary","unknown",2,184,1,0,"no"
"614",28,"management","single","tertiary","cellular",25,568,2,0,"no"
"615",31,"management","single","secondary","cellular",27,105,2,0,"no"
"616",30,"technician","married","tertiary","cellular",26,260,1,0,"no"
"617",35,"technician","married","tertiary","cellular",11,222,3,4,"yes"
"618",33,"blue-collar","married","primary","unknown",6,447,2,0,"no"
"619",30,"technician","single","tertiary","cellular",21,239,8,0,"no"
"620",32,"blue-collar","single","secondary","cellular",11,426,1,0,"no"
"621",40,"management","single","tertiary","cellular",12,333,1,3,"no"
"622",31,"self-employed","married","tertiary","cellular",15.91,174,2,0,"no"
"623",36,"technician","married","secondary","unknown",15,284,2,0,"no"
"624",33,"management","single","tertiary","cellular",8,428,1,0,"no"
"625",57,"retired","married","secondary","cellular",16,236,1,0,"no"
"626",45,"technician","married","secondary","cellular",29,150,2,0,"no"
"627",59,"management","married","tertiary","cellular",24,237,1,2,"no"
"628",30,"management","single","tertiary","cellular",25,1031,8,0,"yes"
"629",33,"technician","married","tertiary","cellular",30,107,1,3,"no"
"630",52,"blue-collar","married","secondary","unknown",21,45,13,0,"no"
"631",83,"retired","married","secondary","cellular",18,140,10,0,"no"
"632",58,"self-employed","divorced","tertiary","unknown",9,700,1,0,"yes"
"633",33,"management","divorced","tertiary","cellular",18,155,1,0,"no"
"634",41,"blue-collar","divorced","primary","unknown",3,211,5,0,"no"
"635",31,"self-employed","married","secondary","cellular",6,165,4,0,"no"
"636",35,"blue-collar","divorced","secondary","cellular",10,144,5,0,"no"
"637",27,"management","single","tertiary","unknown",5,590,3,0,"yes"
"638",57,"admin.","divorced","unknown","unknown",20,43,8,0,"no"
"639",53,"admin.","single","secondary","unknown",15,295,2,0,"no"
"640",39,"management","married","tertiary","unknown",2,526,2,0,"yes"
"641",32,"entrepreneur","single","tertiary","cellular",28,27,10,0,"no"
"642",46,"self-employed","married","secondary","cellular",12,1181,4,0,"yes"
"643",56,"technician","married","tertiary","cellular",26,103,2,0,"no"
"644",46,"management","divorced","tertiary","telephone",18,249,3,2,"no"
"645",29,"entrepreneur","married","secondary","cellular",5,231,4,0,"no"
"646",60,"management","married","primary","cellular",13,123,2,3,"no"
"647",33,"housemaid","single","tertiary","cellular",16,199,2,2,"no"
"648",27,"entrepreneur","single","tertiary","cellular",5,197,1,3,"no"
"649",50,"self-employed","divorced","tertiary","unknown",28,67,2,0,"no"
"650",45,"services","married","secondary","cellular",8,220,1,0,"no"
"651",58,"retired","married","secondary","cellular",7,122,6,0,"no"
"652",59,"retired","married","primary","unknown",26,104,7,0,"no"
"653",58,"retired","divorced","primary","cellular",31,307,6,0,"no"
"654",64,"retired","married","primary","cellular",11,117,1,1,"no"
"655",47,"technician","married","secondary","cellular",5,253,1,1,"no"
"656",40,"management","married","tertiary","cellular",17,770,2,0,"no"
"657",36,"technician","divorced","secondary","cellular",3,190,1,1,"no"
"658",28,"management","single","tertiary","cellular",16,767,5,0,"yes"
"659",38,"technician","single","tertiary","cellular",1,232,2,0,"yes"
"660",53,"entrepreneur","married","primary","cellular",19,854,2,3,"no"
"661",46,"blue-collar","single","secondary","unknown",30,293,6,0,"no"
"662",54,"technician","married","secondary","telephone",16,986,1,8,"no"
"663",32,"management","married","tertiary","cellular",19,66,1,0,"no"
