age,job,marital,education,contact,days_since _signed_in,Time spend on website,Number_of_campaigns,previous_purchases,Purchase_Made
34,admin.,single,secondary,cellular,20,111,1,0,no
46,technician,divorced,secondary,unknown,14,566,2,0,no
29,blue-collar,married,secondary,cellular,3,136,1,0,no
52,blue-collar,married,primary,cellular,4,273,1,0,no
45,management,married,tertiary,cellular,30,160,1,0,no
26,management,single,secondary,cellular,28,76,4,0,no
40,technician,married,tertiary,cellular,19,44,1,0,no
41,admin.,married,secondary,unknown,27,239,1,0,no
47,admin.,single,secondary,cellular,12,250,2,4,yes
27,technician,single,unknown,cellular,15,792,4,0,no
27,services,married,secondary,cellular,23,198,13,0,no
48,blue-collar,married,secondary,unknown,6,73,1,0,no
49,admin.,married,secondary,cellular,20,157,3,0,no
35,blue-collar,married,primary,cellular,24,90,6,0,no
47,self-employed,married,secondary,cellular,5,236,2,0,no
54,management,married,tertiary,cellular,16,118,5,0,no
39,management,single,tertiary,telephone,18,40,1,0,no
28,student,single,,cellular,17,346,1,0,no
54,blue-collar,married,primary,unknown,19,200,2,0,no
34,technician,married,secondary,cellular,20,187,3,3,no
63,retired,married,secondary,cellular,11,113,1,1,no
42,self-employed,married,tertiary,unknown,16,192,32,0,no
43,technician,single,secondary,unknown,29,92,1,0,no
37,admin.,married,secondary,cellular,8,682,2,7,no
55,blue-collar,married,primary,cellular,25,139,9,0,no
43,management,single,tertiary,cellular,6,501,2,0,yes
41,blue-collar,married,secondary,cellular,24,651,1,0,yes
47,technician,divorced,secondary,cellular,18,405,13,0,no
34,technician,married,secondary,unknown,23,350,1,0,no
28,student,single,secondary,cellular,8,125,2,0,no
36,services,married,secondary,cellular,13,36,2,0,no
50,technician,married,secondary,cellular,21,35,1,1,no
35,blue-collar,married,secondary,unknown,8,389,2,0,no
40,technician,married,secondary,cellular,29,194,1,1,no
26,self-employed,single,tertiary,cellular,29,168,3,0,no
36,management,divorced,tertiary,unknown,4,347,3,0,no
59,unemployed,married,primary,cellular,30,3025,2,0,no
28,student,single,secondary,cellular,16,83,13,0,no
46,entrepreneur,married,unknown,unknown,9,332,2,0,no
50,self-employed,married,secondary,cellular,14,219,10,0,no
53,management,married,tertiary,cellular,16,427,1,1,no
81,retired,married,secondary,cellular,19,65,5,0,no
35,services,divorced,secondary,cellular,5,192,2,0,no
58,retired,married,unknown,cellular,5,155,1,0,no
44,services,married,secondary,cellular,11,161,1,0,no
38,management,married,tertiary,cellular,21,533,1,0,no
49,blue-collar,married,secondary,cellular,4,19,3,2,no
33,technician,single,tertiary,cellular,5,193,1,8,no
29,management,married,tertiary,cellular,28,819,3,0,no
28,technician,single,secondary,cellular,30,278,1,0,yes
31,admin.,married,secondary,telephone,4,211,3,0,no
33,management,single,tertiary,cellular,29,617,2,0,no
52,technician,married,secondary,cellular,23,61,2,0,no
43,management,divorced,tertiary,cellular,25,197,6,0,no
32,self-employed,single,secondary,cellular,18,34,7,0,no
36,self-employed,married,tertiary,cellular,18,95,4,0,no
41,blue-collar,married,secondary,unknown,3,147,2,0,no
43,blue-collar,married,secondary,cellular,4,668,2,0,no
45,self-employed,married,tertiary,unknown,5,87,2,0,no
39,technician,married,secondary,cellular,21,405,1,0,no
41,services,married,secondary,unknown,13,83,7,0,no
31,technician,married,secondary,cellular,22,115,1,0,no
37,unemployed,single,tertiary,cellular,10,108,1,0,no
28,entrepreneur,married,unknown,cellular,29,113,1,0,no
47,housemaid,married,primary,cellular,7,58,2,,no
37,housemaid,married,primary,cellular,8,148,4,0,no
60,retired,divorced,unknown,cellular,29,188,1,2,no
43,technician,divorced,secondary,telephone,28,75,3,0,no
58,retired,divorced,tertiary,cellular,8,523,3,0,no
52,entrepreneur,married,tertiary,telephone,18,103,1,0,no
50,blue-collar,married,primary,cellular,17,146,2,4,no
32,services,single,secondary,cellular,2,356,1,0,yes
42,blue-collar,married,primary,cellular,17,71,1,0,no
31,admin.,married,secondary,cellular,8,189,2,0,no
28,blue-collar,married,secondary,unknown,28,251,1,0,no
36,technician,divorced,tertiary,cellular,23,127,8,0,no
51,unemployed,single,tertiary,telephone,4,197,1,0,no
46,technician,married,tertiary,cellular,5,84,1,0,no
50,services,single,secondary,unknown,8,141,2,0,no
32,blue-collar,married,secondary,unknown,2,171,1,0,no
26,entrepreneur,single,tertiary,cellular,21,262,3,0,no
41,self-employed,married,tertiary,cellular,7,352,2,0,yes
39,technician,married,tertiary,cellular,9,236,1,1,no
31,blue-collar,married,secondary,unknown,2,184,1,0,no
28,management,single,tertiary,cellular,25,568,2,0,no
31,management,single,secondary,cellular,27,105,2,0,no
30,technician,married,tertiary,cellular,26,260,1,0,no
35,technician,married,tertiary,cellular,11,222,3,4,yes
33,blue-collar,married,primary,unknown,6,447,2,0,no
30,technician,single,tertiary,cellular,21,239,8,0,no
32,blue-collar,single,secondary,cellular,11,426,1,0,no
40,management,single,tertiary,cellular,12,333,1,3,no
31,self-employed,married,tertiary,cellular,,174,2,0,no
36,technician,married,secondary,unknown,15,284,2,0,no
33,management,single,tertiary,cellular,8,428,1,0,no
57,retired,married,secondary,cellular,16,236,1,0,no
45,technician,married,secondary,cellular,29,150,2,0,no
59,management,married,tertiary,cellular,24,237,1,2,no
30,management,single,tertiary,cellular,25,1031,8,0,yes
33,technician,married,tertiary,cellular,30,107,1,3,no
52,blue-collar,married,secondary,unknown,21,45,13,0,no
83,retired,married,secondary,cellular,18,140,10,0,no
58,self-employed,divorced,tertiary,unknown,9,700,1,0,yes
33,management,divorced,tertiary,cellular,18,155,1,0,no
41,blue-collar,divorced,primary,unknown,3,211,5,0,no
31,self-employed,married,secondary,cellular,6,165,4,0,no
35,blue-collar,divorced,secondary,cellular,10,144,5,0,no
27,management,single,tertiary,unknown,5,590,3,0,yes
57,admin.,divorced,unknown,unknown,20,43,8,0,no
53,admin.,single,secondary,unknown,15,295,2,0,no
39,management,married,tertiary,unknown,2,526,2,0,yes
32,entrepreneur,single,tertiary,cellular,28,27,10,0,no
46,self-employed,married,secondary,cellular,12,1181,4,0,yes
56,technician,married,tertiary,cellular,26,103,2,0,no
46,management,divorced,tertiary,telephone,18,249,3,2,no
29,entrepreneur,married,secondary,cellular,5,231,4,0,no
60,management,married,primary,cellular,13,123,2,3,no
33,housemaid,single,tertiary,cellular,16,199,2,2,no
27,entrepreneur,single,tertiary,cellular,5,197,1,3,no
50,self-employed,divorced,tertiary,unknown,28,67,2,0,no
45,services,married,secondary,cellular,8,220,1,0,no
58,retired,married,secondary,cellular,7,122,6,0,no
59,retired,married,primary,unknown,26,104,7,0,no
58,retired,divorced,primary,cellular,31,307,6,0,no
64,retired,married,primary,cellular,11,117,1,1,no
47,technician,married,secondary,cellular,5,253,1,1,no
40,management,married,tertiary,cellular,17,770,2,0,no
36,technician,divorced,secondary,cellular,3,190,1,1,no
28,management,single,tertiary,cellular,16,767,5,0,yes
38,technician,single,tertiary,cellular,1,232,2,0,yes
53,entrepreneur,married,primary,cellular,19,854,2,3,no
46,blue-collar,single,secondary,unknown,30,293,6,0,no
54,technician,married,secondary,telephone,16,986,1,8,no
32,management,married,tertiary,cellular,19,66,1,0,no
55,management,married,primary,cellular,2,114,1,1,no
55,retired,divorced,secondary,cellular,17,205,1,0,no
56,technician,married,secondary,telephone,28,31,4,0,no
40,blue-collar,married,secondary,unknown,11,113,1,0,no
44,technician,married,secondary,cellular,6,200,1,1,no
32,entrepreneur,married,unknown,cellular,21,158,1,1,no
33,management,married,tertiary,unknown,4,99,4,0,no
41,unemployed,divorced,secondary,cellular,31,45,3,0,no
37,technician,married,secondary,cellular,12,239,4,2,no
58,management,single,tertiary,telephone,11,168,3,0,no
52,blue-collar,married,secondary,cellular,26,196,2,0,no
49,services,single,secondary,unknown,11,319,6,0,no
44,housemaid,married,primary,unknown,17,209,3,0,no
28,admin.,single,unknown,cellular,28,184,1,0,no
31,technician,married,secondary,cellular,29,156,2,0,no
37,self-employed,married,secondary,cellular,31,35,16,0,no
30,technician,single,tertiary,cellular,19,88,2,0,no
28,services,single,secondary,cellular,1,347,3,2,yes
46,services,married,secondary,cellular,16,126,2,8,no
47,management,married,tertiary,cellular,21,157,5,0,no
35,blue-collar,married,primary,unknown,12,212,5,0,no
80,management,married,primary,telephone,19,123,1,0,no
30,technician,single,tertiary,unknown,7,306,5,0,no
55,technician,single,secondary,unknown,2,63,1,0,no
22,student,single,tertiary,cellular,16,119,1,0,no
33,blue-collar,single,primary,unknown,21,29,1,0,no
53,entrepreneur,married,unknown,cellular,31,117,2,0,no
49,management,married,tertiary,cellular,18,231,2,0,no
51,retired,married,secondary,cellular,8,123,4,0,no
41,self-employed,married,tertiary,cellular,18,265,1,0,no
34,technician,married,secondary,cellular,15,144,1,0,no
36,blue-collar,single,secondary,unknown,16,559,3,0,no
35,entrepreneur,married,tertiary,cellular,5,74,1,4,no
29,services,married,secondary,cellular,10,183,1,0,no
40,technician,single,tertiary,cellular,24,631,1,0,no
32,management,divorced,tertiary,cellular,12,1282,6,0,yes
48,blue-collar,married,secondary,unknown,13,108,2,0,no
59,retired,married,unknown,unknown,11,1199,1,0,yes
35,self-employed,divorced,tertiary,unknown,23,736,2,0,yes
33,technician,single,tertiary,cellular,19,264,1,0,no
55,retired,married,primary,unknown,11,262,1,0,no
41,blue-collar,married,secondary,unknown,13,244,1,0,no
42,housemaid,married,primary,unknown,,107,2,0,no
46,blue-collar,married,primary,unknown,24,9,1,0,no
35,housemaid,divorced,secondary,cellular,31,149,2,0,no
28,technician,single,tertiary,cellular,28,321,2,0,no
25,student,single,secondary,cellular,17,224,1,3,no
56,management,single,tertiary,cellular,29,157,6,0,no
30,admin.,single,secondary,cellular,25,250,1,0,no
45,blue-collar,married,secondary,cellular,11,209,4,0,no
40,management,married,tertiary,unknown,20,111,3,0,no
40,blue-collar,married,secondary,cellular,8,55,2,4,no
39,blue-collar,married,secondary,cellular,9,290,13,0,no
48,entrepreneur,married,tertiary,unknown,6,383,1,0,no
31,technician,single,tertiary,cellular,18,380,1,0,no
32,management,married,tertiary,cellular,2,124,3,0,no
34,services,married,secondary,unknown,8,224,2,0,no
26,technician,single,secondary,cellular,29,240,1,8,no
31,management,married,tertiary,cellular,15,385,3,9,no
37,management,single,tertiary,cellular,6,133,1,0,no
29,student,single,unknown,cellular,11,91,1,0,no
57,technician,married,secondary,cellular,7,63,3,0,no
47,management,single,tertiary,cellular,18,192,2,0,no
38,self-employed,single,secondary,unknown,21,91,2,0,no
48,blue-collar,married,primary,cellular,18,79,1,8,no
50,management,married,tertiary,cellular,28,96,1,0,yes
33,admin.,married,secondary,cellular,20,25,2,0,no
28,admin.,single,secondary,cellular,7,227,2,0,no
30,services,single,secondary,cellular,5,110,1,0,no
52,technician,divorced,secondary,cellular,7,134,2,0,no
36,technician,married,secondary,cellular,20,213,1,0,yes
36,technician,single,secondary,cellular,4,75,1,1,no
46,services,married,secondary,cellular,8,109,2,0,no
57,management,married,tertiary,cellular,20,162,3,0,no
28,management,single,secondary,cellular,5,275,1,0,yes
46,services,married,secondary,cellular,22,154,1,1,no
55,,married,primary,cellular,14,632,4,0,yes
33,management,married,tertiary,cellular,15,251,1,0,no
53,management,married,secondary,telephone,8,141,1,0,no
41,technician,single,secondary,cellular,3,154,1,0,no
60,blue-collar,married,secondary,cellular,7,63,1,0,no
35,entrepreneur,married,primary,cellular,8,259,1,0,no
43,blue-collar,divorced,primary,unknown,9,100,1,0,no
57,admin.,divorced,primary,unknown,15,17,10,0,no
46,admin.,married,secondary,telephone,21,192,9,0,no
31,blue-collar,married,primary,unknown,19,97,9,0,no
53,technician,married,secondary,cellular,25,41,2,0,no
35,blue-collar,married,secondary,unknown,2,200,3,0,no
32,admin.,single,secondary,cellular,20,91,3,0,no
48,management,married,tertiary,cellular,1,264,1,0,yes
50,admin.,married,secondary,cellular,21,397,2,0,no
40,blue-collar,married,primary,unknown,21,86,1,0,no
42,entrepreneur,married,tertiary,cellular,5,446,1,0,no
59,admin.,married,secondary,cellular,9,304,1,0,no
27,blue-collar,single,primary,unknown,30,88,4,0,no
32,management,single,tertiary,cellular,20,86,2,0,no
35,technician,single,secondary,cellular,13,63,1,0,no
28,services,married,secondary,cellular,5,335,2,8,no
37,management,divorced,secondary,cellular,29,293,2,4,no
57,management,married,primary,unknown,13,227,4,0,no
42,admin.,single,secondary,unknown,5,146,2,0,no
55,admin.,married,primary,cellular,14,276,3,0,no
52,management,married,tertiary,cellular,15,238,3,2,no
26,blue-collar,single,secondary,cellular,31,14,6,0,no
52,technician,married,secondary,unknown,19,144,2,0,no
26,management,single,tertiary,cellular,8,367,1,0,no
33,unemployed,married,secondary,cellular,16,132,1,0,no
24,blue-collar,single,primary,unknown,27,42,4,0,no
37,management,divorced,tertiary,unknown,5,227,1,0,no
28,technician,single,secondary,telephone,18,40,8,6,no
30,technician,single,secondary,unknown,7,614,2,0,no
33,blue-collar,married,primary,unknown,15,270,1,0,no
33,blue-collar,married,secondary,unknown,23,304,2,0,no
42,blue-collar,married,secondary,cellular,11,79,3,0,no
37,management,married,tertiary,cellular,3,101,1,0,no
59,blue-collar,married,primary,unknown,5,55,3,0,no
27,blue-collar,single,secondary,unknown,19,205,3,0,no
23,student,married,tertiary,cellular,18,259,2,0,no
51,management,divorced,tertiary,cellular,13,60,2,0,no
50,blue-collar,married,primary,cellular,20,122,2,0,no
43,technician,married,secondary,cellular,14,557,5,0,no
37,blue-collar,divorced,primary,telephone,11,42,1,0,no
34,management,single,tertiary,cellular,28,373,8,0,no
41,management,married,tertiary,cellular,14,80,3,0,no
26,student,single,secondary,cellular,7,239,3,0,no
49,management,divorced,tertiary,unknown,8,29,1,0,no
29,blue-collar,single,secondary,unknown,20,1663,1,0,yes
30,management,single,tertiary,unknown,20,186,4,0,no
38,services,divorced,secondary,unknown,6,430,1,0,no
58,management,married,secondary,telephone,24,58,2,0,no
34,student,single,unknown,cellular,25,279,1,1,no
53,services,divorced,unknown,cellular,28,332,2,0,no
50,management,married,tertiary,cellular,5,510,2,5,no
30,blue-collar,single,secondary,cellular,16,218,1,2,no
40,management,married,secondary,cellular,17,74,2,1,no
57,housemaid,single,secondary,cellular,8,676,1,0,no
40,management,married,tertiary,cellular,15,1259,2,18,no
41,technician,married,secondary,cellular,21,285,3,4,no
53,technician,divorced,unknown,cellular,8,298,1,0,no
48,blue-collar,married,secondary,cellular,30,225,4,0,no
32,technician,single,secondary,cellular,13,80,2,2,no
34,management,married,tertiary,cellular,14,342,1,0,yes
46,blue-collar,married,secondary,cellular,28,404,3,0,no
45,services,divorced,secondary,cellular,7,332,1,0,no
51,admin.,single,tertiary,cellular,30,158,1,0,no
31,management,married,secondary,cellular,14,164,1,0,no
47,technician,married,secondary,cellular,4,57,1,1,no
32,blue-collar,married,secondary,cellular,12,121,1,0,no
41,technician,married,secondary,cellular,7,56,1,0,no
37,services,single,secondary,unknown,3,178,1,0,no
27,blue-collar,single,primary,cellular,29,283,1,0,no
27,services,married,secondary,cellular,7,113,1,2,no
50,management,married,secondary,cellular,20,22,5,0,no
31,management,single,tertiary,cellular,2,159,2,1,no
40,self-employed,married,tertiary,cellular,15,138,1,8,no
43,management,married,tertiary,cellular,19,1015,1,2,yes
39,technician,married,tertiary,telephone,2,182,1,0,no
31,entrepreneur,single,tertiary,cellular,4,112,3,0,no
48,technician,married,secondary,cellular,10,114,1,0,no
32,blue-collar,single,primary,cellular,29,80,8,0,no
47,unemployed,married,primary,telephone,30,66,1,1,no
35,management,single,tertiary,cellular,26,135,22,0,no
42,management,single,tertiary,cellular,7,99,1,0,no
47,blue-collar,married,secondary,unknown,5,761,2,0,yes
59,retired,married,secondary,cellular,24,464,1,0,no
38,admin.,married,secondary,unknown,20,20,2,0,no
50,unemployed,married,secondary,cellular,29,206,4,0,no
27,services,single,secondary,cellular,8,283,2,0,no
55,housemaid,married,primary,unknown,20,64,1,0,no
39,services,single,secondary,cellular,15,667,3,3,yes
31,technician,single,tertiary,cellular,4,73,3,0,no
37,entrepreneur,married,tertiary,unknown,20,156,2,0,no
28,technician,single,secondary,unknown,3,559,7,0,no
42,technician,married,secondary,cellular,20,143,2,0,no
40,services,divorced,secondary,unknown,15,62,1,0,no
59,management,single,secondary,cellular,29,219,2,5,no
40,services,single,secondary,cellular,15,15,3,0,no
43,technician,married,secondary,cellular,16,567,1,0,no
38,technician,single,secondary,cellular,29,188,2,0,no
54,retired,married,primary,cellular,11,159,2,0,no
41,blue-collar,married,secondary,telephone,31,121,2,0,no
55,housemaid,divorced,primary,cellular,28,345,1,3,yes
33,management,married,tertiary,unknown,20,717,1,0,no
