"","age","days_since._signed_in","Time.spend.on.website","Number_of_campaigns","previous_purchases","Purchase_Made","admin.","bluecollar","entrepreneur","housemaid","management","retired","selfemployed","services","student","technician","married","single","primary","secondary","tertiary","cellular","telephone"
"292",47,14,101,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
"293",49,30,988,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"294",29,28,451,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
"295",45,23,1030,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"296",38,24,1484,24,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"297",32,9,317,5,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"298",70,18,445,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
"299",65,1,383,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
"300",56,22,605,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
"301",35,14,330,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"302",56,25,171,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"303",56,23,442,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
"304",49,17,772,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"305",38,8,249,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"307",38,18,147,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
"308",49,6,199,7,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"309",41,28,271,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"310",43,30,783,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
"311",43,20,472,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
"312",25,27,223,3,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
"313",30,21,395,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"314",46,4,56,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"315",50,17,641,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"316",35,4,429,4,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"317",26,31,113,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"318",45,20,11,11,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"319",37,2,157,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"320",60,29,79,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0
"321",38,4,178,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
"322",47,9,168,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"323",33,9,425,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
"324",51,19,162,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"325",35,18,799,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0
"326",35,29,1370,3,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"327",48,28,357,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"328",37,22,22,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"329",29,16,215,3,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0
"330",34,31,56,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"331",32,21,1017,6,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
"332",30,16,298,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
"333",47,7,126,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"334",33,20,9,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"335",33,5,8,1,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
"336",63,14,201,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
"337",51,6,106,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
"338",41,21,164,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
"339",56,5,97,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0
"340",60,23,151,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
"341",41,30,96,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
"342",37,16,555,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
"343",36,11,270,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
"344",57,29,339,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
"345",55,4,328,2,2,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
"346",44,16,159,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"347",47,6,323,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0
"348",31,20,342,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"349",35,21,180,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
"350",39,28,60,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
"351",50,17,223,1,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
"352",29,18,1434,2,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
"353",30,6,30,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
"354",46,16,134,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
"355",27,9,10,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
"356",48,2,397,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"357",26,5,620,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0
"358",36,21,6,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
"359",42,7,209,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
"360",50,15,419,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
"361",49,18,283,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"362",45,8,188,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
"363",23,16,267,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0
"364",38,7,196,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
"365",32,17,245,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
"366",60,26,323,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
"367",30,19,1065,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"368",58,11,138,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
"369",60,4,207,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
"370",38,25,456,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
"371",51,5,261,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
"372",42,11,80,1,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"373",30,18,131,6,9,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
"374",40,6,94,7,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
"375",37,14,567,3,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
"376",53,30,153,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"377",27,13,109,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
"378",39,30,53,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"379",39,16,77,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"380",59,27,234,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
"381",37,13,121,2,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
"382",41,15,155,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
"383",45,17,108,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
"384",48,17,159,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"385",48,26,208,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
"386",32,12,215,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"387",35,6,597,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
"388",33,4,505,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
"389",28,3,380,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"390",64,12,120,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"391",35,27,106,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
"392",33,14,332,2,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"393",41,15,221,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
"394",34,4,80,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"395",37,4,60,5,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0
"396",38,13,212,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
"397",39,14,493,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
"398",35,19,98,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
"399",28,8,681,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
"400",27,22,203,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
"401",48,19,157,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
"402",50,16,287,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"403",45,7,159,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0
"404",41,14,125,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
"405",39,8,202,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
"406",44,8,37,3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
"407",54,28,161,1,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"408",49,6,72,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
"409",34,2,342,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
"410",75,16,262,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
"411",42,13,325,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
"412",53,19,223,7,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
"413",49,31,1212,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"414",31,29,319,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
"415",45,29,182,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
"416",39,17,330,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0
"417",46,19,514,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
"418",42,14,213,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"419",37,7,551,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
"420",26,16,472,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0
"421",37,15,140,4,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
"422",36,7,142,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
"423",29,4,135,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"424",36,23,293,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"425",26,13,107,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
"426",32,20,127,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"427",40,20,1816,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
"428",53,4,200,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
"429",29,12,418,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
"430",34,22,387,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0
"431",43,5,156,1,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"432",56,21,121,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
"433",55,6,108,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"434",31,7,47,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0
"435",27,20,16,5,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
"436",36,18,54,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
"437",44,6,265,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
"438",37,23,168,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"439",30,7,115,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
"440",42,26,31,8,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
"441",30,25,279,4,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
"442",62,1,28,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
"443",24,20,369,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"444",31,13,247,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
"445",66,22,155,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0
"446",47,10,89,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"447",39,17,180,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
"448",35,18,854,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
"449",35,17,46,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"450",27,28,266,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
"451",32,5,321,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"452",44,28,99,24,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
"453",42,9,147,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"454",34,30,430,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0
"455",25,7,264,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
"456",40,16,156,6,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
"457",43,26,118,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"458",55,6,343,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"459",50,7,226,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"460",45,1,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"461",35,20,138,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"462",32,10,185,1,5,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"463",59,3,722,1,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
"464",34,21,748,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
"465",39,26,142,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"466",40,17,523,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
"467",36,20,8,10,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"468",40,17,153,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
"469",55,20,210,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
"470",38,10,121,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"471",61,12,212,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"472",41,21,253,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"473",57,13,139,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"474",48,9,71,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"475",77,4,421,1,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
"476",35,28,199,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
"477",54,14,108,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"478",37,20,247,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"479",56,9,236,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
"480",40,4,97,4,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
"481",40,14,109,8,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
"482",54,2,112,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
"483",55,19,15,10,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
"484",55,22,502,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
"485",52,16,30,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"486",55,2,193,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"487",33,13,347,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
"488",52,15,468,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"489",33,27,148,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"490",53,16,295,1,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
"492",44,12,1735,4,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
"493",48,6,339,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"494",50,13,172,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
"495",34,19,117,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
"496",38,20,587,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
"497",42,19,501,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
"498",32,14,203,5,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
"499",58,25,282,9,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
"500",31,28,110,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
"501",19,10,104,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0
"502",41,15,231,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
"503",31,20,378,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"504",52,15,193,6,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0
"505",42,24,110,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"506",41,12,92,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
"507",30,23,1407,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
"508",38,6,168,1,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"509",32,17,738,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
"510",52,18,220,1,5,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
"511",48,27,89,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"512",36,31,30,29,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
"513",45,20,103,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"514",34,2,70,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
"515",36,20,904,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
"516",34,14,159,1,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
"517",61,11,336,1,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
"518",54,19,220,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
"519",50,17,238,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
"520",43,21,585,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"521",47,8,293,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
"522",45,28,68,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
"523",57,17,97,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"524",27,9,1713,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"525",49,9,218,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"526",43,14,109,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
"527",40,21,661,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
"528",32,6,145,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
"529",58,18,54,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
"530",34,20,111,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
"531",46,14,566,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"532",29,3,136,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"533",52,4,273,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
"534",45,30,160,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
"535",26,28,76,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
"536",40,19,44,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0
"537",41,27,239,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"538",47,12,250,2,4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
"539",27,15,792,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
"540",27,23,198,13,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
"541",48,6,73,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"542",49,20,157,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"543",35,24,90,6,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
"544",47,5,236,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0
"545",54,16,118,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
"546",39,18,40,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
"548",54,19,200,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"549",34,20,187,3,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
"550",63,11,113,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
"551",42,16,192,32,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
"552",43,29,92,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
"553",37,8,682,2,7,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"554",55,25,139,9,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
"555",43,6,501,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
"556",41,24,651,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"557",47,18,405,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
"558",34,23,350,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
"559",28,8,125,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0
"560",36,13,36,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
"561",50,21,35,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
"562",35,8,389,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"563",40,29,194,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
"564",26,29,168,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0
"565",36,4,347,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"566",59,30,3025,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
"567",28,16,83,13,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0
"568",46,9,332,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"569",50,14,219,10,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0
"570",53,16,427,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
"571",81,19,65,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
"572",35,5,192,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
"573",58,5,155,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"574",44,11,161,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
"575",38,21,533,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
"576",49,4,19,3,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"577",33,5,193,1,8,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0
